EVENT TIME: TIMESTAMP,EVENT CONCEPT:NAME,EVENT ORG:RESOURCE,CASE CONCEPT:NAME,CASE ITEM CATEGORY,CASE ITEM TYPE,EVENTID
03/12/18 7:25,Record Goods Receipt,user_029,4507014864_00080,"3-way match, invoice before GR",Standard,2
03/12/18 14:26,Record Invoice Receipt,user_007,4507014864_00080,"3-way match, invoice before GR",Standard,3
03/05/20 15:06,Clear Invoice,user_002,4507014864_00080,"3-way match, invoice before GR",Standard,4
03/08/18 7:43,Create Purchase Order Item,user_095,4507014868_00010,"3-way match, invoice before GR",Standard,0
03/10/19 23:59,Vendor creates invoice,NONE,4507014868_00010,"3-way match, invoice before GR",Standard,1
03/11/19 10:26,Record Goods Receipt,user_096,4507014868_00010,"3-way match, invoice before GR",Standard,2
03/12/19 8:48,Record Invoice Receipt,user_013,4507014868_00010,"3-way match, invoice before GR",Standard,3
05/12/19 13:35,Clear Invoice,user_002,4507014868_00010,"3-way match, invoice before GR",Standard,4
03/08/18 7:46,Create Purchase Order Item,user_038,4507014869_00010,"3-way match, invoice before GR",Standard,0
03/08/18 23:59,Vendor creates invoice,NONE,4507014869_00010,"3-way match, invoice before GR",Standard,1
03/09/18 17:31,Record Goods Receipt,user_029,4507014869_00010,"3-way match, invoice before GR",Standard,2
03/04/19 13:34,Record Invoice Receipt,user_012,4507014869_00010,"3-way match, invoice before GR",Standard,3
04/02/20 11:11,Clear Invoice,user_002,4507014869_00010,"3-way match, invoice before GR",Standard,4
03/08/18 7:46,Create Purchase Order Item,user_038,4507014869_00050,"3-way match, invoice before GR",Standard,0
03/08/18 23:59,Vendor creates invoice,NONE,4507014869_00050,"3-way match, invoice before GR",Standard,1
03/09/18 17:31,Record Goods Receipt,user_029,4507014869_00050,"3-way match, invoice before GR",Standard,2
03/04/19 13:34,Record Invoice Receipt,user_012,4507014869_00050,"3-way match, invoice before GR",Standard,3
04/02/20 11:11,Clear Invoice,user_002,4507014869_00050,"3-way match, invoice before GR",Standard,4
03/08/18 8:30,Create Purchase Order Item,user_040,4507014887_00010,"3-way match, invoice before GR",Standard,0
03/08/18 23:59,Vendor creates invoice,NONE,4507014887_00010,"3-way match, invoice before GR",Standard,1
03/09/18 17:30,Record Goods Receipt,user_029,4507014887_00010,"3-way match, invoice before GR",Standard,2
03/05/19 12:37,Record Invoice Receipt,user_013,4507014887_00010,"3-way match, invoice before GR",Standard,3
04/02/20 11:11,Clear Invoice,user_002,4507014887_00010,"3-way match, invoice before GR",Standard,4
03/08/18 8:30,Create Purchase Order Item,user_040,4507014887_00050,"3-way match, invoice before GR",Standard,0
03/08/18 23:59,Vendor creates invoice,NONE,4507014887_00050,"3-way match, invoice before GR",Standard,1
03/09/18 17:30,Record Goods Receipt,user_029,4507014887_00050,"3-way match, invoice before GR",Standard,2
03/05/19 12:37,Record Invoice Receipt,user_013,4507014887_00050,"3-way match, invoice before GR",Standard,3
04/02/20 11:11,Clear Invoice,user_002,4507014887_00050,"3-way match, invoice before GR",Standard,4
03/08/18 8:36,Create Purchase Order Item,user_036,4507014891_00050,"3-way match, invoice before GR",Standard,0
03/09/18 23:59,Vendor creates invoice,NONE,4507014891_00050,"3-way match, invoice before GR",Standard,1
03/01/19 7:33,Record Goods Receipt,user_029,4507014891_00050,"3-way match, invoice before GR",Standard,2
03/05/19 9:39,Record Invoice Receipt,user_013,4507014891_00050,"3-way match, invoice before GR",Standard,3
04/02/20 11:11,Clear Invoice,user_002,4507014891_00050,"3-way match, invoice before GR",Standard,4
03/08/18 8:39,Create Purchase Order Item,user_040,4507014915_00010,"3-way match, invoice before GR",Standard,0
03/08/18 23:59,Vendor creates invoice,NONE,4507014915_00010,"3-way match, invoice before GR",Standard,1
03/09/18 17:31,Record Goods Receipt,user_029,4507014915_00010,"3-way match, invoice before GR",Standard,2
03/05/19 12:30,Record Invoice Receipt,user_013,4507014915_00010,"3-way match, invoice before GR",Standard,3
04/02/20 11:15,Clear Invoice,user_002,4507014915_00010,"3-way match, invoice before GR",Standard,4
04/03/18 10:46,Record Goods Receipt,batch_12,4507014930_00020,"3-way match, invoice before GR",Standard,2
04/06/18 15:48,Record Invoice Receipt,user_007,4507014930_00020,"3-way match, invoice before GR",Standard,3
03/08/18 8:58,Create Purchase Order Item,user_172,4507014930_00020,"3-way match, invoice before GR",Standard,0
04/12/18 10:53,Remove Payment Block,user_006,4507014930_00020,"3-way match, invoice before GR",Standard,4
04/07/19 14:47,Clear Invoice,user_002,4507014930_00020,"3-way match, invoice before GR",Standard,5
03/05/20 23:59,Vendor creates invoice,NONE,4507014930_00020,"3-way match, invoice before GR",Standard,1
03/08/18 9:13,Create Purchase Order Item,user_164,4507014939_00010,"3-way match, invoice before GR",Standard,0
03/08/18 23:59,Vendor creates invoice,NONE,4507014939_00010,"3-way match, invoice before GR",Standard,1
03/09/18 16:26,Record Goods Receipt,batch_12,4507014939_00010,"3-way match, invoice before GR",Standard,2
03/05/19 12:50,Record Invoice Receipt,user_013,4507014939_00010,"3-way match, invoice before GR",Standard,3
03/02/20 17:37,Remove Payment Block,user_006,4507014939_00010,"3-way match, invoice before GR",Standard,4
04/02/20 11:15,Clear Invoice,user_002,4507014939_00010,"3-way match, invoice before GR",Standard,5
03/08/18 9:34,Create Purchase Order Item,user_142,4507014945_00020,"3-way match, invoice before GR",Standard,0
05/03/19 23:59,Vendor creates invoice,NONE,4507014945_00020,"3-way match, invoice before GR",Standard,1
05/04/19 11:24,Record Goods Receipt,user_080,4507014945_00020,"3-way match, invoice before GR",Standard,2
05/04/19 11:43,Record Invoice Receipt,user_012,4507014945_00020,"3-way match, invoice before GR",Standard,3
07/02/20 18:08,Clear Invoice,user_002,4507014945_00020,"3-way match, invoice before GR",Standard,4
03/08/18 9:39,Create Purchase Order Item,user_172,4507014946_00030,"3-way match, invoice before GR",Standard,0
03/08/18 17:33,Change Quantity,user_164,4507014946_00030,"3-way match, invoice before GR",Standard,1
03/09/18 23:59,Vendor creates invoice,NONE,4507014946_00030,"3-way match, invoice before GR",Standard,2
03/04/19 8:46,Record Goods Receipt,batch_12,4507014946_00030,"3-way match, invoice before GR",Standard,3
05/06/19 12:51,Record Invoice Receipt,user_001,4507014946_00030,"3-way match, invoice before GR",Standard,4
05/12/19 13:36,Clear Invoice,user_002,4507014946_00030,"3-way match, invoice before GR",Standard,5
03/08/18 9:39,Create Purchase Order Item,user_172,4507014946_00040,"3-way match, invoice before GR",Standard,0
03/09/18 23:59,Vendor creates invoice,NONE,4507014946_00040,"3-way match, invoice before GR",Standard,1
03/04/19 8:46,Record Goods Receipt,batch_12,4507014946_00040,"3-way match, invoice before GR",Standard,2
05/06/19 12:51,Record Invoice Receipt,user_001,4507014946_00040,"3-way match, invoice before GR",Standard,3
05/12/19 13:36,Clear Invoice,user_002,4507014946_00040,"3-way match, invoice before GR",Standard,4
03/08/18 9:39,Create Purchase Order Item,user_172,4507014946_00120,"3-way match, invoice before GR",Standard,0
03/08/18 17:33,Change Quantity,user_164,4507014946_00120,"3-way match, invoice before GR",Standard,1
03/09/18 23:59,Vendor creates invoice,NONE,4507014946_00120,"3-way match, invoice before GR",Standard,2
03/04/19 8:46,Record Goods Receipt,batch_12,4507014946_00120,"3-way match, invoice before GR",Standard,3
05/06/19 12:51,Record Invoice Receipt,user_001,4507014946_00120,"3-way match, invoice before GR",Standard,4
05/12/19 13:36,Clear Invoice,user_002,4507014946_00120,"3-way match, invoice before GR",Standard,5
04/03/18 9:49,Change Quantity,user_172,4507014949_00020,"3-way match, invoice before GR",Standard,2
04/03/18 9:56,Record Goods Receipt,batch_12,4507014949_00020,"3-way match, invoice before GR",Standard,3
04/05/18 13:46,Record Invoice Receipt,user_019,4507014949_00020,"3-way match, invoice before GR",Standard,4
03/08/18 9:44,Create Purchase Order Item,user_172,4507014949_00020,"3-way match, invoice before GR",Standard,0
04/09/18 14:46,Record Invoice Receipt,user_012,4507014949_00020,"3-way match, invoice before GR",Standard,5
04/09/18 18:03,Remove Payment Block,user_006,4507014949_00020,"3-way match, invoice before GR",Standard,6
10/09/18 2:23,Cancel Invoice Receipt,batch_01,4507014949_00020,"3-way match, invoice before GR",Standard,9
04/10/18 15:31,Remove Payment Block,user_006,4507014949_00020,"3-way match, invoice before GR",Standard,7
04/02/20 11:16,Clear Invoice,user_002,4507014949_00020,"3-way match, invoice before GR",Standard,8
03/03/20 23:59,Vendor creates invoice,NONE,4507014949_00020,"3-way match, invoice before GR",Standard,1
02/02/18 23:59,Vendor creates invoice,NONE,4507014953_00140,"3-way match, invoice before GR",Standard,0
03/08/18 9:48,Create Purchase Order Item,user_134,4507014953_00140,"3-way match, invoice before GR",Standard,1
03/09/18 22:15,Record Goods Receipt,batch_02,4507014953_00140,"3-way match, invoice before GR",Standard,2
03/04/19 10:54,Record Invoice Receipt,user_001,4507014953_00140,"3-way match, invoice before GR",Standard,3
03/05/20 15:09,Clear Invoice,user_002,4507014953_00140,"3-way match, invoice before GR",Standard,4
02/02/18 23:59,Vendor creates invoice,NONE,4507014953_00310,"3-way match, invoice before GR",Standard,0
03/08/18 9:48,Create Purchase Order Item,user_134,4507014953_00310,"3-way match, invoice before GR",Standard,1
03/09/18 22:15,Record Goods Receipt,batch_02,4507014953_00310,"3-way match, invoice before GR",Standard,2
03/04/19 10:54,Record Invoice Receipt,user_001,4507014953_00310,"3-way match, invoice before GR",Standard,3
03/05/20 15:09,Clear Invoice,user_002,4507014953_00310,"3-way match, invoice before GR",Standard,4
02/02/18 23:59,Vendor creates invoice,NONE,4507014953_00340,"3-way match, invoice before GR",Standard,0
03/08/18 9:48,Create Purchase Order Item,user_134,4507014953_00340,"3-way match, invoice before GR",Standard,1
03/09/18 22:15,Record Goods Receipt,batch_02,4507014953_00340,"3-way match, invoice before GR",Standard,2
03/04/19 10:54,Record Invoice Receipt,user_001,4507014953_00340,"3-way match, invoice before GR",Standard,3
03/05/20 15:09,Clear Invoice,user_002,4507014953_00340,"3-way match, invoice before GR",Standard,4
02/02/18 23:59,Vendor creates invoice,NONE,4507014953_00400,"3-way match, invoice before GR",Standard,0
03/08/18 9:48,Create Purchase Order Item,user_134,4507014953_00400,"3-way match, invoice before GR",Standard,1
03/09/18 22:15,Record Goods Receipt,batch_02,4507014953_00400,"3-way match, invoice before GR",Standard,2
03/04/19 10:54,Record Invoice Receipt,user_001,4507014953_00400,"3-way match, invoice before GR",Standard,3
03/05/20 15:09,Clear Invoice,user_002,4507014953_00400,"3-way match, invoice before GR",Standard,4
03/08/18 9:48,Create Purchase Order Item,user_158,4507014954_00120,"3-way match, invoice before GR",Standard,0
03/08/18 10:45,Receive Order Confirmation,user_029,4507014954_00120,"3-way match, invoice before GR",Standard,1
04/01/20 23:59,Vendor creates invoice,NONE,4507014954_00120,"3-way match, invoice before GR",Standard,2
04/02/20 7:35,Record Goods Receipt,user_030,4507014954_00120,"3-way match, invoice before GR",Standard,3
04/03/20 11:24,Record Invoice Receipt,user_020,4507014954_00120,"3-way match, invoice before GR",Standard,4
06/04/20 14:04,Clear Invoice,user_002,4507014954_00120,"3-way match, invoice before GR",Standard,5
04/06/18 11:04,Record Goods Receipt,user_030,4507014954_00130,"3-way match, invoice before GR",Standard,2
04/06/18 23:59,Vendor creates invoice,NONE,4507014954_00130,"3-way match, invoice before GR",Standard,3
03/08/18 9:48,Create Purchase Order Item,user_158,4507014954_00130,"3-way match, invoice before GR",Standard,0
03/08/18 10:45,Receive Order Confirmation,user_029,4507014954_00130,"3-way match, invoice before GR",Standard,1
04/09/18 11:41,Record Goods Receipt,user_065,4507014954_00130,"3-way match, invoice before GR",Standard,4
04/09/18 13:19,Record Invoice Receipt,user_020,4507014954_00130,"3-way match, invoice before GR",Standard,5
04/09/18 15:55,Record Invoice Receipt,user_020,4507014954_00130,"3-way match, invoice before GR",Standard,6
04/06/19 12:32,Record Goods Receipt,user_030,4507014954_00130,"3-way match, invoice before GR",Standard,7
04/06/19 23:59,Vendor creates invoice,NONE,4507014954_00130,"3-way match, invoice before GR",Standard,8
04/07/19 12:28,Record Invoice Receipt,user_020,4507014954_00130,"3-way match, invoice before GR",Standard,9
06/04/20 14:04,Clear Invoice,user_002,4507014954_00130,"3-way match, invoice before GR",Standard,10
03/08/18 9:51,Create Purchase Order Item,user_158,4507014958_00080,"3-way match, invoice before GR",Standard,0
03/08/18 10:45,Receive Order Confirmation,user_029,4507014958_00080,"3-way match, invoice before GR",Standard,1
03/10/19 14:07,Record Goods Receipt,user_030,4507014958_00080,"3-way match, invoice before GR",Standard,2
03/10/19 23:59,Vendor creates invoice,NONE,4507014958_00080,"3-way match, invoice before GR",Standard,3
03/11/19 14:32,Record Goods Receipt,user_065,4507014958_00080,"3-way match, invoice before GR",Standard,4
03/11/19 16:08,Record Invoice Receipt,user_020,4507014958_00080,"3-way match, invoice before GR",Standard,5
03/11/19 23:59,Vendor creates invoice,NONE,4507014958_00080,"3-way match, invoice before GR",Standard,6
05/12/19 13:34,Clear Invoice,user_002,4507014958_00080,"3-way match, invoice before GR",Standard,8
03/04/20 15:47,Record Invoice Receipt,user_020,4507014958_00080,"3-way match, invoice before GR",Standard,7
04/05/18 23:59,Vendor creates invoice,NONE,4507014962_00030,"3-way match, invoice before GR",Standard,2
04/06/18 7:50,Record Goods Receipt,user_030,4507014962_00030,"3-way match, invoice before GR",Standard,3
04/06/18 7:55,Record Goods Receipt,user_030,4507014962_00030,"3-way match, invoice before GR",Standard,4
04/06/18 17:52,Record Invoice Receipt,user_020,4507014962_00030,"3-way match, invoice before GR",Standard,5
04/06/18 17:56,Record Invoice Receipt,user_020,4507014962_00030,"3-way match, invoice before GR",Standard,6
03/08/18 9:52,Create Purchase Order Item,user_158,4507014962_00030,"3-way match, invoice before GR",Standard,0
03/08/18 10:45,Receive Order Confirmation,user_029,4507014962_00030,"3-way match, invoice before GR",Standard,1
06/04/20 14:04,Clear Invoice,user_002,4507014962_00030,"3-way match, invoice before GR",Standard,7
03/08/18 9:59,Create Purchase Order Item,user_045,4507014969_00050,"3-way match, invoice before GR",Standard,0
03/12/18 23:59,Vendor creates invoice,NONE,4507014969_00050,"3-way match, invoice before GR",Standard,1
03/08/19 11:26,Record Goods Receipt,user_262,4507014969_00050,"3-way match, invoice before GR",Standard,2
03/08/19 13:50,Record Invoice Receipt,user_007,4507014969_00050,"3-way match, invoice before GR",Standard,3
03/09/19 16:06,Remove Payment Block,user_006,4507014969_00050,"3-way match, invoice before GR",Standard,4
05/12/19 13:33,Clear Invoice,user_002,4507014969_00050,"3-way match, invoice before GR",Standard,5
03/08/18 9:59,Create Purchase Order Item,user_045,4507014969_00130,"3-way match, invoice before GR",Standard,0
03/12/18 23:59,Vendor creates invoice,NONE,4507014969_00130,"3-way match, invoice before GR",Standard,1
03/08/19 11:02,Record Goods Receipt,user_262,4507014969_00130,"3-way match, invoice before GR",Standard,2
03/08/19 13:50,Record Invoice Receipt,user_007,4507014969_00130,"3-way match, invoice before GR",Standard,3
03/09/19 16:06,Remove Payment Block,user_006,4507014969_00130,"3-way match, invoice before GR",Standard,4
05/12/19 13:33,Clear Invoice,user_002,4507014969_00130,"3-way match, invoice before GR",Standard,5
04/05/18 23:59,Vendor creates invoice,NONE,4507014970_00030,"3-way match, invoice after GR",Service,4
03/08/18 10:02,Create Purchase Order Item,user_164,4507014970_00030,"3-way match, invoice after GR",Service,0
03/08/18 11:48,Record Service Entry Sheet,NONE,4507014970_00030,"3-way match, invoice after GR",Service,2
03/08/18 11:48,Record Service Entry Sheet,NONE,4507014970_00030,"3-way match, invoice after GR",Service,1
03/08/18 11:48,Record Goods Receipt,user_173,4507014970_00030,"3-way match, invoice after GR",Service,3
04/07/19 13:01,Record Invoice Receipt,user_019,4507014970_00030,"3-way match, invoice after GR",Service,5
04/07/19 14:47,Clear Invoice,user_002,4507014970_00030,"3-way match, invoice after GR",Service,6
03/08/18 10:37,Create Purchase Order Item,user_059,4507014988_00010,"3-way match, invoice before GR",Standard,0
03/08/18 11:42,Receive Order Confirmation,user_029,4507014988_00010,"3-way match, invoice before GR",Standard,1
03/01/19 13:56,Record Goods Receipt,user_030,4507014988_00010,"3-way match, invoice before GR",Standard,2
03/01/19 23:59,Vendor creates invoice,NONE,4507014988_00010,"3-way match, invoice before GR",Standard,3
03/02/19 10:18,Record Invoice Receipt,user_013,4507014988_00010,"3-way match, invoice before GR",Standard,4
06/04/20 14:05,Clear Invoice,user_002,4507014988_00010,"3-way match, invoice before GR",Standard,5
03/08/18 10:40,Create Purchase Order Item,user_060,4507014990_00010,"3-way match, invoice before GR",Standard,0
03/08/18 11:12,Receive Order Confirmation,user_029,4507014990_00010,"3-way match, invoice before GR",Standard,1
03/07/19 23:59,Vendor creates invoice,NONE,4507014990_00010,"3-way match, invoice before GR",Standard,2
03/08/19 11:16,Record Goods Receipt,user_030,4507014990_00010,"3-way match, invoice before GR",Standard,3
03/10/19 15:32,Record Invoice Receipt,user_019,4507014990_00010,"3-way match, invoice before GR",Standard,4
05/12/19 13:35,Clear Invoice,user_002,4507014990_00010,"3-way match, invoice before GR",Standard,5
03/08/18 10:43,Create Purchase Order Item,user_059,4507014993_00040,"3-way match, invoice before GR",Standard,0
03/08/18 11:44,Receive Order Confirmation,user_029,4507014993_00040,"3-way match, invoice before GR",Standard,1
03/12/18 10:06,Record Goods Receipt,user_056,4507014993_00040,"3-way match, invoice before GR",Standard,2
03/12/18 23:59,Vendor creates invoice,NONE,4507014993_00040,"3-way match, invoice before GR",Standard,3
03/01/19 7:40,Record Invoice Receipt,batch_00,4507014993_00040,"3-way match, invoice before GR",Standard,4
06/04/20 14:04,Clear Invoice,user_002,4507014993_00040,"3-way match, invoice before GR",Standard,5
03/08/18 10:48,Create Purchase Order Item,user_033,4507014999_00010,"3-way match, invoice before GR",Standard,0
03/12/18 10:54,Record Goods Receipt,user_034,4507014999_00010,"3-way match, invoice before GR",Standard,1
03/12/18 23:59,Vendor creates invoice,NONE,4507014999_00010,"3-way match, invoice before GR",Standard,2
03/08/19 11:41,Record Invoice Receipt,user_019,4507014999_00010,"3-way match, invoice before GR",Standard,3
05/12/19 13:32,Clear Invoice,user_002,4507014999_00010,"3-way match, invoice before GR",Standard,4
03/08/18 10:57,Create Purchase Order Item,user_057,4507015012_00100,"3-way match, invoice before GR",Standard,0
03/10/19 18:12,Record Goods Receipt,user_058,4507015012_00100,"3-way match, invoice before GR",Standard,1
03/10/19 23:59,Vendor creates invoice,NONE,4507015012_00100,"3-way match, invoice before GR",Standard,2
03/11/19 12:43,Record Invoice Receipt,user_013,4507015012_00100,"3-way match, invoice before GR",Standard,3
06/04/20 14:03,Clear Invoice,user_002,4507015012_00100,"3-way match, invoice before GR",Standard,4
03/08/18 11:26,Create Purchase Order Item,user_040,4507015039_00100,"3-way match, invoice before GR",Standard,0
03/09/18 23:59,Vendor creates invoice,NONE,4507015039_00100,"3-way match, invoice before GR",Standard,1
03/01/19 7:33,Record Goods Receipt,user_029,4507015039_00100,"3-way match, invoice before GR",Standard,2
03/03/19 13:46,Record Invoice Receipt,user_007,4507015039_00100,"3-way match, invoice before GR",Standard,3
03/05/20 15:10,Clear Invoice,user_002,4507015039_00100,"3-way match, invoice before GR",Standard,4
03/08/18 12:02,Create Purchase Order Item,user_052,4507015065_00010,"3-way match, invoice before GR",Standard,0
03/02/19 23:59,Vendor creates invoice,NONE,4507015065_00010,"3-way match, invoice before GR",Standard,1
03/03/19 7:54,Record Goods Receipt,user_104,4507015065_00010,"3-way match, invoice before GR",Standard,2
03/10/19 14:32,Record Invoice Receipt,user_007,4507015065_00010,"3-way match, invoice before GR",Standard,3
05/12/19 13:34,Clear Invoice,user_002,4507015065_00010,"3-way match, invoice before GR",Standard,4
03/08/18 12:39,Create Purchase Order Item,user_158,4507015076_00010,"3-way match, invoice before GR",Standard,0
03/08/18 15:00,Receive Order Confirmation,user_029,4507015076_00010,"3-way match, invoice before GR",Standard,1
03/12/18 16:32,Record Goods Receipt,user_030,4507015076_00010,"3-way match, invoice before GR",Standard,2
03/12/18 23:59,Vendor creates invoice,NONE,4507015076_00010,"3-way match, invoice before GR",Standard,3
03/01/19 8:22,Record Invoice Receipt,batch_00,4507015076_00010,"3-way match, invoice before GR",Standard,4
03/01/19 23:59,Vendor creates invoice,NONE,4507015076_00010,"3-way match, invoice before GR",Standard,5
03/02/19 12:37,Record Invoice Receipt,user_020,4507015076_00010,"3-way match, invoice before GR",Standard,6
04/06/19 6:39,Remove Payment Block,user_006,4507015076_00010,"3-way match, invoice before GR",Standard,7
12/08/19 14:23,Cancel Invoice Receipt,user_073,4507015076_00010,"3-way match, invoice before GR",Standard,9
05/12/19 13:34,Clear Invoice,user_002,4507015076_00010,"3-way match, invoice before GR",Standard,8
03/08/18 12:39,Create Purchase Order Item,user_158,4507015076_00020,"3-way match, invoice before GR",Standard,0
03/08/18 15:00,Receive Order Confirmation,user_029,4507015076_00020,"3-way match, invoice before GR",Standard,1
03/12/18 16:27,Record Goods Receipt,user_030,4507015076_00020,"3-way match, invoice before GR",Standard,2
03/12/18 23:59,Vendor creates invoice,NONE,4507015076_00020,"3-way match, invoice before GR",Standard,3
03/01/19 17:27,Record Invoice Receipt,user_019,4507015076_00020,"3-way match, invoice before GR",Standard,4
05/12/19 13:34,Clear Invoice,user_002,4507015076_00020,"3-way match, invoice before GR",Standard,5
03/08/18 12:39,Create Purchase Order Item,user_158,4507015076_00060,"3-way match, invoice before GR",Standard,0
03/08/18 15:00,Receive Order Confirmation,user_029,4507015076_00060,"3-way match, invoice before GR",Standard,1
03/12/18 16:27,Record Goods Receipt,user_030,4507015076_00060,"3-way match, invoice before GR",Standard,2
03/12/18 23:59,Vendor creates invoice,NONE,4507015076_00060,"3-way match, invoice before GR",Standard,3
03/01/19 17:43,Record Invoice Receipt,user_019,4507015076_00060,"3-way match, invoice before GR",Standard,4
05/12/19 13:34,Clear Invoice,user_002,4507015076_00060,"3-way match, invoice before GR",Standard,5
03/08/18 12:39,Create Purchase Order Item,user_158,4507015076_00170,"3-way match, invoice before GR",Standard,0
03/08/18 15:25,Receive Order Confirmation,batch_02,4507015076_00170,"3-way match, invoice before GR",Standard,1
03/06/19 12:15,Record Goods Receipt,user_065,4507015076_00170,"3-way match, invoice before GR",Standard,2
03/08/19 23:59,Vendor creates invoice,NONE,4507015076_00170,"3-way match, invoice before GR",Standard,3
03/09/19 11:50,Record Invoice Receipt,user_020,4507015076_00170,"3-way match, invoice before GR",Standard,4
05/12/19 13:34,Clear Invoice,user_002,4507015076_00170,"3-way match, invoice before GR",Standard,5
05/02/18 23:59,Vendor creates invoice,NONE,4507015122_00020,"3-way match, invoice before GR",Standard,3
04/05/18 15:19,Delete Purchase Order Item,user_066,4507015122_00020,"3-way match, invoice before GR",Standard,1
04/05/18 15:25,Reactivate Purchase Order Item,user_066,4507015122_00020,"3-way match, invoice before GR",Standard,2
05/07/18 12:53,Record Goods Receipt,user_104,4507015122_00020,"3-way match, invoice before GR",Standard,4
03/08/18 14:20,Create Purchase Order Item,user_052,4507015122_00020,"3-way match, invoice before GR",Standard,0
05/02/19 11:44,Record Invoice Receipt,user_013,4507015122_00020,"3-way match, invoice before GR",Standard,5
05/12/19 13:33,Clear Invoice,user_002,4507015122_00020,"3-way match, invoice before GR",Standard,6
04/03/18 23:59,Vendor creates invoice,NONE,4507015152_00040,"3-way match, invoice before GR",Standard,1
04/05/18 8:00,Record Goods Receipt,batch_05,4507015152_00040,"3-way match, invoice before GR",Standard,2
03/08/18 14:47,Create Purchase Order Item,user_252,4507015152_00040,"3-way match, invoice before GR",Standard,0
04/11/18 12:06,Record Invoice Receipt,user_019,4507015152_00040,"3-way match, invoice before GR",Standard,3
05/12/19 13:34,Clear Invoice,user_002,4507015152_00040,"3-way match, invoice before GR",Standard,4
04/04/18 15:26,Record Goods Receipt,user_188,4507015172_00070,"3-way match, invoice before GR",Standard,1
06/04/18 15:14,Record Invoice Receipt,user_001,4507015172_00070,"3-way match, invoice before GR",Standard,3
04/07/18 23:59,Vendor creates invoice,NONE,4507015172_00070,"3-way match, invoice before GR",Standard,2
03/08/18 15:31,Create Purchase Order Item,user_192,4507015172_00070,"3-way match, invoice before GR",Standard,0
06/04/20 14:04,Clear Invoice,user_002,4507015172_00070,"3-way match, invoice before GR",Standard,4
04/04/18 15:27,Record Goods Receipt,user_188,4507015172_00080,"3-way match, invoice before GR",Standard,1
06/04/18 15:14,Record Invoice Receipt,user_001,4507015172_00080,"3-way match, invoice before GR",Standard,3
04/07/18 23:59,Vendor creates invoice,NONE,4507015172_00080,"3-way match, invoice before GR",Standard,2
03/08/18 15:31,Create Purchase Order Item,user_192,4507015172_00080,"3-way match, invoice before GR",Standard,0
06/04/20 14:04,Clear Invoice,user_002,4507015172_00080,"3-way match, invoice before GR",Standard,4
03/08/18 16:15,Create Purchase Order Item,user_079,4507015191_00010,"3-way match, invoice before GR",Standard,0
03/12/18 23:59,Vendor creates invoice,NONE,4507015191_00010,"3-way match, invoice before GR",Standard,1
03/01/19 14:38,Record Goods Receipt,user_190,4507015191_00010,"3-way match, invoice before GR",Standard,2
03/01/19 14:46,Record Invoice Receipt,user_019,4507015191_00010,"3-way match, invoice before GR",Standard,3
03/02/19 2:08,Remove Payment Block,batch_02,4507015191_00010,"3-way match, invoice before GR",Standard,4
06/04/20 14:04,Clear Invoice,user_002,4507015191_00010,"3-way match, invoice before GR",Standard,5
03/08/18 16:15,Create Purchase Order Item,user_079,4507015191_00050,"3-way match, invoice before GR",Standard,0
03/04/19 13:32,Record Goods Receipt,user_190,4507015191_00050,"3-way match, invoice before GR",Standard,1
03/09/19 23:59,Vendor creates invoice,NONE,4507015191_00050,"3-way match, invoice before GR",Standard,2
03/10/19 17:13,Record Invoice Receipt,user_020,4507015191_00050,"3-way match, invoice before GR",Standard,3
06/04/20 14:04,Clear Invoice,user_002,4507015191_00050,"3-way match, invoice before GR",Standard,5
03/05/20 17:33,Remove Payment Block,user_006,4507015191_00050,"3-way match, invoice before GR",Standard,4
03/08/18 16:15,Create Purchase Order Item,user_079,4507015191_00090,"3-way match, invoice before GR",Standard,0
03/04/19 13:32,Record Goods Receipt,user_190,4507015191_00090,"3-way match, invoice before GR",Standard,1
03/09/19 23:59,Vendor creates invoice,NONE,4507015191_00090,"3-way match, invoice before GR",Standard,2
03/10/19 17:13,Record Invoice Receipt,user_020,4507015191_00090,"3-way match, invoice before GR",Standard,3
06/04/20 14:04,Clear Invoice,user_002,4507015191_00090,"3-way match, invoice before GR",Standard,5
03/05/20 17:33,Remove Payment Block,user_006,4507015191_00090,"3-way match, invoice before GR",Standard,4
03/08/18 16:15,Create Purchase Order Item,user_079,4507015191_00130,"3-way match, invoice before GR",Standard,0
03/09/19 13:49,Record Goods Receipt,user_152,4507015191_00130,"3-way match, invoice before GR",Standard,1
03/09/19 23:59,Vendor creates invoice,NONE,4507015191_00130,"3-way match, invoice before GR",Standard,2
03/10/19 17:57,Record Invoice Receipt,user_020,4507015191_00130,"3-way match, invoice before GR",Standard,3
06/04/20 14:04,Clear Invoice,user_002,4507015191_00130,"3-way match, invoice before GR",Standard,4
03/08/18 16:15,Create Purchase Order Item,user_079,4507015191_00260,"3-way match, invoice before GR",Standard,0
03/04/19 13:32,Record Goods Receipt,user_190,4507015191_00260,"3-way match, invoice before GR",Standard,1
03/09/19 23:59,Vendor creates invoice,NONE,4507015191_00260,"3-way match, invoice before GR",Standard,2
03/10/19 17:13,Record Invoice Receipt,user_020,4507015191_00260,"3-way match, invoice before GR",Standard,3
06/04/20 14:04,Clear Invoice,user_002,4507015191_00260,"3-way match, invoice before GR",Standard,5
03/05/20 17:33,Remove Payment Block,user_006,4507015191_00260,"3-way match, invoice before GR",Standard,4
