,CaseID,ActivityID,CompleteTimestamp,case_spend_area_text
33585,8211,4,07.06.2018-13:11:00,11
33586,8212,1,13.03.2018-19:54:00,11
33587,8212,2,21.03.2018-09:07:00,11
33588,8212,3,21.03.2018-14:50:00,11
33589,8212,4,24.05.2018-13:34:00,11
33590,8213,1,28.06.2018-12:53:00,0
33591,8213,2,28.06.2018-12:54:00,0
33592,8214,1,03.04.2018-14:51:00,10
33593,8214,2,04.05.2018-09:59:00,10
33594,8214,3,12.06.2018-11:47:00,10
33595,8214,4,31.08.2018-13:11:00,10
33596,8215,1,14.08.2018-08:47:00,7
33597,8215,3,16.08.2018-10:25:00,7
33598,8215,2,16.08.2018-17:33:00,7
33599,8215,4,23.08.2018-13:39:00,7
33600,8216,1,25.04.2018-13:24:00,16
33601,8216,21,25.04.2018-13:29:00,16
33602,8216,3,07.05.2018-17:54:00,16
33603,8216,2,08.05.2018-11:47:00,16
33604,8216,10,08.05.2018-16:28:00,16
33605,8216,4,26.07.2018-18:08:00,16
33606,8217,1,04.07.2018-07:55:00,9
33607,8217,3,22.10.2018-16:18:00,9
33608,8217,4,10.01.2019-15:43:00,9
33609,8218,1,06.08.2018-09:31:00,10
33610,8218,2,19.09.2018-11:21:00,10
33611,8218,3,04.10.2018-08:52:00,10
33612,8218,10,16.10.2018-18:20:00,10
33613,8218,4,08.11.2018-16:44:00,10
33614,8219,1,08.11.2018-15:51:00,13
33615,8219,2,16.11.2018-08:45:00,13
33616,8220,1,09.08.2018-07:45:00,7
33617,8220,2,14.08.2018-10:21:00,7
33618,8220,3,29.08.2018-14:58:00,7
33619,8220,4,30.08.2018-15:36:00,7
33620,8221,1,30.10.2018-09:10:00,10
33621,8221,3,06.11.2018-14:23:00,10
33622,8221,2,09.11.2018-10:54:00,10
33623,8222,1,11.10.2018-09:34:00,7
33624,8222,3,23.11.2018-11:20:00,7
33625,8222,4,29.11.2018-16:16:00,7
33626,8223,1,06.03.2018-08:54:00,7
33627,8223,2,15.03.2018-07:53:00,7
33628,8223,3,18.05.2018-12:19:00,7
33629,8223,8,30.07.2018-16:46:00,7
33630,8223,4,30.07.2018-16:46:00,7
33631,8223,3,30.07.2018-17:12:00,7
33632,8223,4,31.07.2018-13:19:00,7
33633,8223,8,31.07.2018-13:19:00,7
33634,8223,3,01.08.2018-15:03:00,7
33635,8223,10,16.08.2018-18:05:00,7
33636,8223,4,23.08.2018-13:39:00,7
33637,8224,28,27.09.2018-00:00:00,10
33638,8224,1,27.09.2018-10:22:00,10
33639,8224,2,25.10.2018-09:50:00,10
33640,8224,3,07.12.2018-14:58:00,10
33641,8224,10,12.12.2018-10:43:00,10
33642,8224,4,10.01.2019-15:43:00,10
33643,8225,1,20.09.2018-10:14:00,10
33644,8225,3,05.10.2018-13:43:00,10
33645,8225,2,10.10.2018-18:50:00,10
33646,8226,28,13.11.2018-00:00:00,7
33647,8226,1,13.11.2018-07:57:00,7
33648,8226,2,19.11.2018-17:20:00,7
33649,8226,3,14.12.2018-17:55:00,7
33650,8226,4,10.01.2019-15:42:00,7
33651,8227,1,27.03.2018-18:01:00,10
33652,8227,15,24.04.2018-17:49:00,10
33653,8227,3,10.05.2018-13:20:00,10
33654,8227,4,28.06.2018-14:06:00,10
33655,8228,28,05.12.2018-00:00:00,10
33656,8228,1,05.12.2018-15:17:00,10
33657,8228,21,05.12.2018-15:33:00,10
33658,8228,2,19.12.2018-07:48:00,10
33659,8228,3,24.12.2018-17:01:00,10
33660,8229,1,08.01.2018-08:23:00,7
33661,8229,2,11.01.2018-07:18:00,7
33662,8229,4,01.02.2018-12:02:00,7
33663,8230,1,15.03.2018-13:42:00,10
33664,8230,17,27.03.2018-15:07:00,10
33665,8230,2,30.03.2018-08:19:00,10
33666,8230,3,04.04.2018-15:33:00,10
33667,8230,15,08.05.2018-12:37:00,10
33668,8230,4,24.05.2018-13:36:00,10
33669,8231,1,01.06.2018-08:53:00,9
33670,8231,2,05.06.2018-17:35:00,9
33671,8231,3,28.06.2018-12:16:00,9
33672,8231,4,09.08.2018-14:28:00,9
33673,8232,1,01.02.2018-11:01:00,11
33674,8232,2,27.02.2018-16:41:00,11
33675,8232,3,09.03.2018-10:03:00,11
33676,8232,4,26.04.2018-11:12:00,11
33677,8233,1,11.12.2018-14:56:00,8
33678,8233,24,14.12.2018-17:27:00,8
33679,8233,3,17.12.2018-05:37:00,8
33680,8234,28,02.10.2018-00:00:00,7
33681,8234,1,02.10.2018-08:54:00,7
33682,8234,2,05.10.2018-17:41:00,7
33683,8234,3,08.11.2018-13:43:00,7
33684,8234,4,29.11.2018-16:15:00,7
33685,8235,28,24.10.2018-00:00:00,10
33686,8235,1,24.10.2018-14:24:00,10
33687,8235,21,24.10.2018-16:46:00,10
33688,8235,2,02.11.2018-15:54:00,10
33689,8235,3,10.12.2018-14:28:00,10
33690,8235,4,10.01.2019-15:45:00,10
33691,8236,1,06.08.2018-14:01:00,10
33692,8236,2,21.08.2018-15:55:00,10
33693,8236,3,23.08.2018-12:20:00,10
33694,8236,4,07.12.2018-09:04:00,10
33695,8237,1,13.03.2018-15:43:00,10
33696,8237,3,28.03.2018-12:52:00,10
33697,8237,10,28.04.2018-08:58:00,10
33698,8237,4,24.05.2018-13:36:00,10
33699,8238,28,12.12.2018-00:00:00,10
33700,8238,21,13.12.2018-10:49:00,10
33701,8238,2,03.01.2019-07:52:00,10
33702,8238,3,07.01.2019-15:08:00,10
33703,8239,1,09.05.2018-07:28:00,7
33704,8239,3,11.05.2018-10:16:00,7
33705,8239,2,14.05.2018-18:05:00,7
33706,8239,4,28.06.2018-14:02:00,7
33707,8240,1,25.06.2018-15:10:00,16
33708,8240,2,03.07.2018-12:20:00,16
33709,8241,1,18.05.2018-12:34:00,10
33710,8241,2,28.05.2018-14:22:00,10
33711,8241,3,12.06.2018-10:59:00,10
33712,8241,4,09.08.2018-14:28:00,10
33713,8242,1,01.10.2018-08:37:00,7
33714,8242,3,15.10.2018-10:35:00,7
33715,8242,4,29.11.2018-16:16:00,7
33716,8243,1,03.07.2018-10:05:00,10
33717,8243,3,10.07.2018-15:12:00,10
33718,8243,2,12.07.2018-13:46:00,10
33719,8243,4,26.10.2018-11:02:00,10
33720,8244,28,05.09.2018-00:00:00,7
33721,8244,1,05.09.2018-07:22:00,7
33722,8244,2,12.09.2018-17:40:00,7
33723,8244,2,18.09.2018-17:31:00,7
33724,8244,3,05.10.2018-16:51:00,7
33725,8244,3,11.10.2018-15:47:00,7
33726,8244,4,01.11.2018-16:26:00,7
33727,8244,4,08.11.2018-16:44:00,7
33728,8245,1,18.04.2018-10:02:00,7
33729,8245,3,24.04.2018-09:52:00,7
33730,8245,2,24.04.2018-12:41:00,7
33731,8245,19,04.05.2018-10:12:00,7
33732,8245,10,04.05.2018-17:05:00,7
33733,8245,4,17.05.2018-14:50:00,7
33734,8246,28,14.11.2018-00:00:00,7
33735,8246,1,14.11.2018-08:56:00,7
33736,8246,2,20.11.2018-10:19:00,7
33737,8246,3,17.01.2019-14:08:00,7
33738,8247,1,15.05.2018-10:37:00,9
33739,8247,3,04.07.2018-16:54:00,9
33740,8247,4,26.07.2018-18:07:00,9
33741,8248,1,19.03.2018-08:23:00,10
33742,8248,21,19.03.2018-09:30:00,10
33743,8248,2,29.03.2018-18:29:00,10
33744,8248,3,30.03.2018-12:42:00,10
33745,8248,4,24.05.2018-13:34:00,10
33746,8249,1,10.12.2018-13:55:00,10
33747,8249,2,12.01.2019-11:31:00,10
33748,8250,1,09.10.2018-17:05:00,10
33749,8250,17,11.10.2018-09:28:00,10
33750,8250,2,15.10.2018-14:38:00,10
33751,8250,3,14.11.2018-10:24:00,10
33752,8251,1,25.10.2018-08:47:00,11
33753,8251,21,26.10.2018-15:45:00,11
33754,8251,3,07.12.2018-14:09:00,11
33755,8252,2,26.09.2018-15:09:00,9
33756,8252,3,05.10.2018-09:17:00,9
33757,8253,1,12.06.2018-07:13:00,7
33758,8253,2,15.06.2018-17:54:00,7
33759,8253,3,17.07.2018-15:29:00,7
33760,8253,4,09.08.2018-14:30:00,7
33761,8254,1,30.08.2018-13:07:00,9
33762,8254,16,03.01.2019-12:24:00,9
33763,8255,1,25.10.2018-10:49:00,10
33764,8255,2,08.11.2018-13:28:00,10
33765,8255,3,14.11.2018-10:16:00,10
33766,8256,1,16.04.2018-10:41:00,10
33767,8256,21,16.04.2018-11:15:00,10
33768,8256,2,18.04.2018-17:04:00,10
33769,8256,3,19.04.2018-16:16:00,10
33770,8256,4,28.06.2018-14:04:00,10
33771,8257,1,11.04.2018-16:32:00,10
33772,8257,2,27.04.2018-10:02:00,10
33773,8257,3,14.05.2018-17:51:00,10
33774,8257,4,26.07.2018-18:07:00,10
33775,8258,1,29.06.2018-09:35:00,10
33776,8258,2,25.07.2018-11:26:00,10
33777,8258,3,05.09.2018-13:20:00,10
33778,8258,4,13.12.2018-14:08:00,10
33779,8259,1,02.02.2018-09:40:00,9
33780,8259,24,02.02.2018-15:01:00,9
33781,8259,15,13.02.2018-09:09:00,9
33782,8259,17,16.02.2018-14:04:00,9
33783,8259,3,19.03.2018-16:30:00,9
33784,8259,15,23.03.2018-11:04:00,9
33785,8259,4,24.05.2018-13:34:00,9
33786,8260,28,30.10.2018-00:00:00,10
33787,8260,1,30.10.2018-15:09:00,10
33788,8260,3,04.12.2018-14:27:00,10
33789,8261,1,11.04.2018-18:03:00,10
33790,8261,2,12.06.2018-11:51:00,10
33791,8261,3,13.06.2018-12:03:00,10
33792,8261,4,30.08.2018-15:36:00,10
33793,8262,1,18.01.2018-09:33:00,7
33794,8262,3,31.01.2018-11:12:00,7
33795,8262,4,22.02.2018-16:18:00,7
33796,8263,1,09.08.2018-11:59:00,10
33797,8263,17,19.09.2018-12:05:00,10
33798,8263,2,20.09.2018-08:32:00,10
33799,8263,3,16.10.2018-10:32:00,10
33800,8263,4,07.12.2018-09:06:00,10
33801,8264,28,05.12.2018-00:00:00,7
33802,8264,1,05.12.2018-07:27:00,7
33803,8264,2,10.12.2018-17:37:00,7
33804,8264,3,04.01.2019-04:52:00,7
33805,8265,1,08.08.2018-18:00:00,10
33806,8265,3,06.09.2018-09:27:00,10
33807,8265,4,29.11.2018-16:15:00,10
33808,8266,28,26.11.2018-00:00:00,10
33809,8266,21,26.11.2018-12:19:00,10
33810,8266,2,28.11.2018-10:43:00,10
33811,8266,3,19.12.2018-13:31:00,10
33812,8267,1,16.02.2018-16:58:00,10
33813,8267,2,12.03.2018-09:51:00,10
33814,8267,3,27.03.2018-17:53:00,10
33815,8267,4,05.04.2018-15:49:00,10
33816,8268,1,04.02.2018-22:57:00,10
33817,8268,2,27.02.2018-10:48:00,10
33818,8268,3,27.02.2018-13:16:00,10
33819,8268,4,05.04.2018-15:48:00,10
33820,8269,1,19.01.2018-11:25:00,10
33821,8269,2,25.01.2018-10:28:00,10
33822,8269,4,08.03.2018-13:22:00,10
33823,8270,1,19.02.2018-09:55:00,11
33824,8270,21,19.02.2018-11:47:00,11
33825,8270,2,06.03.2018-12:03:00,11
33826,8270,3,21.03.2018-13:55:00,11
33827,8270,4,26.04.2018-11:14:00,11
33828,8271,1,10.04.2018-16:29:00,10
33829,8271,3,26.06.2018-11:43:00,10
33830,8271,4,26.07.2018-18:08:00,10
33831,8272,1,03.04.2018-08:47:00,7
33832,8272,2,09.04.2018-07:19:00,7
33833,8272,3,17.04.2018-13:14:00,7
33834,8272,4,24.05.2018-13:33:00,7
33835,8273,1,31.08.2018-13:14:00,9
33836,8273,17,26.11.2018-15:22:00,9
33837,8273,3,28.12.2018-14:23:00,9
33838,8274,1,16.03.2018-15:42:00,10
33839,8274,3,21.03.2018-11:35:00,10
33840,8274,4,24.05.2018-13:35:00,10
33841,8275,28,14.09.2018-00:00:00,7
33842,8275,1,14.09.2018-09:20:00,7
33843,8275,2,18.09.2018-17:35:00,7
33844,8275,3,27.09.2018-09:45:00,7
33845,8275,4,26.10.2018-11:03:00,7
33846,8276,28,08.10.2018-00:00:00,10
33847,8276,1,08.10.2018-09:36:00,10
33848,8276,2,25.10.2018-20:34:00,10
33849,8277,1,07.08.2018-10:59:00,10
33850,8277,17,09.08.2018-07:45:00,10
33851,8277,17,09.08.2018-07:46:00,10
33852,8277,2,22.08.2018-11:13:00,10
33853,8277,3,23.08.2018-12:00:00,10
33854,8277,4,07.12.2018-09:04:00,10
33855,8278,2,01.05.2018-11:30:00,10
33856,8278,3,07.05.2018-09:13:00,10
33857,8278,4,26.07.2018-18:06:00,10
33858,8279,1,26.04.2018-08:18:00,7
33859,8279,3,03.05.2018-16:58:00,7
33860,8279,2,03.05.2018-17:36:00,7
33861,8279,2,07.06.2018-17:58:00,7
33862,8279,3,20.06.2018-12:16:00,7
33863,8279,4,26.07.2018-18:09:00,7
33864,8279,4,30.08.2018-15:40:00,7
33865,8280,1,10.04.2018-09:09:00,9
33866,8280,2,09.05.2018-06:24:00,9
33867,8280,3,11.05.2018-12:47:00,9
33868,8280,10,15.05.2018-17:09:00,9
33869,8280,4,26.07.2018-18:07:00,9
33870,8281,1,13.03.2018-09:09:00,7
33871,8281,2,16.03.2018-08:25:00,7
33872,8281,3,22.03.2018-17:54:00,7
33873,8281,4,05.04.2018-15:50:00,7
33874,8282,1,12.02.2018-10:01:00,10
33875,8282,21,12.02.2018-10:55:00,10
33876,8282,2,14.02.2018-12:47:00,10
33877,8282,3,16.02.2018-07:55:00,10
33878,8282,4,05.04.2018-15:50:00,10
33879,8283,1,14.05.2018-13:59:00,10
33880,8283,16,20.06.2018-14:28:00,10
33881,8284,1,30.01.2018-10:10:00,10
33882,8284,2,07.02.2018-14:03:00,10
33883,8284,3,10.02.2018-12:20:00,10
33884,8284,4,29.03.2018-15:07:00,10
33885,8285,1,04.06.2018-13:28:00,10
33886,8285,2,13.06.2018-13:11:00,10
33887,8285,3,11.07.2018-16:48:00,10
33888,8285,4,28.09.2018-10:28:00,10
33889,8286,1,05.03.2018-11:45:00,11
33890,8286,3,23.03.2018-10:00:00,11
33891,8286,2,03.04.2018-14:29:00,11
33892,8286,10,03.04.2018-17:38:00,11
33893,8286,4,24.05.2018-13:32:00,11
33894,8287,28,29.10.2018-00:00:00,7
33895,8287,1,29.10.2018-11:47:00,7
33896,8287,17,07.11.2018-09:55:00,7
33897,8287,2,07.11.2018-11:24:00,7
33898,8287,3,04.12.2018-14:59:00,7
33899,8288,28,26.11.2018-00:00:00,10
33900,8288,1,26.11.2018-10:31:00,10
33901,8288,21,26.11.2018-11:03:00,10
33902,8288,2,28.11.2018-17:12:00,10
33903,8288,3,30.11.2018-15:13:00,10
33904,8289,1,10.04.2018-07:27:00,0
33905,8289,2,12.04.2018-09:11:00,0
33906,8289,3,16.04.2018-16:09:00,0
33907,8289,4,09.05.2018-14:09:00,0
33908,8290,1,23.08.2018-09:59:00,7
33909,8290,3,08.11.2018-17:18:00,7
33910,8290,4,15.11.2018-15:35:00,7
33911,8291,1,21.03.2018-23:46:00,10
33912,8291,2,07.05.2018-21:06:00,10
33913,8292,1,29.05.2018-11:50:00,10
33914,8292,2,05.06.2018-18:16:00,10
33915,8292,3,14.06.2018-05:28:00,10
33916,8292,4,26.07.2018-18:07:00,10
33917,8293,21,17.09.2018-08:33:00,10
33918,8293,2,21.09.2018-15:45:00,10
33919,8293,3,24.09.2018-17:18:00,10
33920,8293,4,07.12.2018-09:06:00,10
33921,8294,1,13.06.2018-14:46:00,10
33922,8294,3,30.08.2018-11:10:00,10
33923,8294,4,28.09.2018-10:28:00,10
33924,8295,1,30.11.2018-13:59:00,10
33925,8295,2,04.01.2019-19:56:00,10
33926,8296,1,08.06.2018-08:38:00,7
33927,8296,2,12.06.2018-17:40:00,7
33928,8296,3,23.06.2018-13:34:00,7
33929,8296,4,26.07.2018-18:07:00,7
33930,8297,1,06.08.2018-09:47:00,10
33931,8297,21,20.08.2018-16:01:00,10
33932,8297,2,24.08.2018-14:03:00,10
33933,8297,3,25.09.2018-10:27:00,10
33934,8297,4,08.11.2018-16:45:00,10
33935,8298,1,02.07.2018-09:47:00,7
33936,8298,3,17.07.2018-16:25:00,7
33937,8298,4,30.08.2018-15:40:00,7
33938,8299,1,30.04.2018-08:32:00,7
33939,8299,2,03.05.2018-07:36:00,7
33940,8299,3,08.05.2018-14:31:00,7
33941,8299,4,24.05.2018-13:32:00,7
33942,8300,1,05.07.2018-11:06:00,10
33943,8300,2,14.08.2018-15:21:00,10
33944,8300,3,17.08.2018-17:09:00,10
33945,8300,4,08.11.2018-16:44:00,10
33946,8301,1,31.08.2018-07:38:00,0
33947,8301,2,06.09.2018-17:39:00,0
33948,8301,3,11.09.2018-14:29:00,0
33949,8301,4,28.09.2018-10:28:00,0
33950,8302,1,04.09.2018-12:47:00,11
33951,8302,2,29.11.2018-10:01:00,11
33952,8302,3,19.12.2018-16:23:00,11
33953,8303,2,27.09.2018-09:48:00,7
33954,8303,3,02.10.2018-17:34:00,7
33955,8303,4,29.11.2018-16:16:00,7
33956,8304,1,25.05.2018-15:24:00,7
33957,8304,2,31.05.2018-10:19:00,7
33958,8304,3,08.06.2018-13:02:00,7
33959,8304,4,05.07.2018-14:11:00,7
33960,8305,1,12.06.2018-09:45:00,10
33961,8305,2,20.06.2018-22:40:00,10
33962,8305,3,11.07.2018-16:57:00,10
33963,8305,4,28.09.2018-10:28:00,10
33964,8306,28,05.07.2018-00:00:00,11
33965,8306,1,05.07.2018-14:16:00,11
33966,8306,15,18.07.2018-09:28:00,11
33967,8306,2,24.07.2018-13:21:00,11
33968,8306,3,25.07.2018-17:12:00,11
33969,8306,4,06.09.2018-14:08:00,11
33970,8306,4,06.09.2018-14:08:00,11
33971,8307,1,02.02.2018-09:40:00,9
33972,8307,24,02.02.2018-15:01:00,9
33973,8307,15,13.02.2018-09:09:00,9
33974,8307,17,27.04.2018-16:43:00,9
33975,8307,3,30.04.2018-09:42:00,9
33976,8307,4,26.07.2018-18:07:00,9
33977,8308,28,17.10.2018-00:00:00,10
33978,8308,1,17.10.2018-12:02:00,10
33979,8308,2,05.11.2018-15:03:00,10
33980,8308,3,07.11.2018-08:09:00,10
33981,8309,1,23.07.2018-10:38:00,10
33982,8309,2,09.08.2018-10:56:00,10
33983,8309,3,13.08.2018-10:00:00,10
33984,8309,4,04.10.2018-16:48:00,10
33985,8310,1,11.10.2018-09:13:00,7
33986,8310,2,12.10.2018-17:28:00,7
33987,8310,3,16.10.2018-12:31:00,7
33988,8310,4,01.11.2018-16:27:00,7
33989,8311,1,10.07.2018-16:41:00,13
33990,8311,2,16.07.2018-11:34:00,13
33991,8312,1,21.12.2018-08:18:00,9
33992,8313,1,16.04.2018-09:06:00,11
33993,8313,2,18.06.2018-12:56:00,11
33994,8313,3,19.06.2018-17:30:00,11
33995,8313,4,02.08.2018-16:06:00,11
33996,8314,1,22.06.2018-11:37:00,10
33997,8314,17,20.07.2018-12:07:00,10
33998,8314,2,20.07.2018-12:55:00,10
33999,8314,3,06.08.2018-13:41:00,10
34000,8314,4,30.08.2018-15:36:00,10
34001,8315,28,31.12.2018-00:00:00,7
34002,8315,1,31.12.2018-08:33:00,7
34003,8315,2,04.01.2019-08:43:00,7
34004,8315,3,08.01.2019-09:49:00,7
34005,8316,1,25.04.2018-12:33:00,10
34006,8316,2,16.05.2018-18:01:00,10
34007,8317,1,24.07.2018-08:55:00,7
34008,8317,3,31.07.2018-10:13:00,7
34009,8317,4,30.08.2018-15:38:00,7
34010,8318,1,31.08.2018-07:30:00,9
34011,8318,2,05.09.2018-17:38:00,9
34012,8318,3,16.10.2018-14:12:00,9
34013,8319,1,25.06.2018-14:29:00,14
34014,8319,2,29.06.2018-09:59:00,14
34015,8319,3,02.07.2018-11:49:00,14
34016,8319,4,10.07.2018-13:10:00,14
34017,8320,1,04.07.2018-08:04:00,9
34018,8320,2,17.08.2018-07:41:00,9
34019,8320,3,14.09.2018-11:42:00,9
34020,8320,10,17.09.2018-18:00:00,9
34021,8320,4,04.10.2018-16:49:00,9
34022,8321,1,24.08.2018-10:40:00,10
34023,8321,17,01.10.2018-16:52:00,10
34024,8321,2,02.10.2018-08:32:00,10
34025,8321,3,21.11.2018-17:52:00,10
34026,8321,4,10.01.2019-15:43:00,10
34027,8322,1,20.07.2018-16:54:00,0
34028,8322,2,07.08.2018-11:59:00,0
34029,8322,3,20.08.2018-17:41:00,0
34030,8322,4,06.09.2018-14:06:00,0
34031,8323,1,12.06.2018-22:44:00,10
34032,8323,2,26.06.2018-14:04:00,10
34033,8323,4,04.10.2018-16:48:00,10
34034,8324,28,09.12.2018-00:00:00,10
34035,8324,1,11.12.2018-17:15:00,10
34036,8324,2,16.01.2019-12:49:00,10
34037,8325,1,23.10.2018-12:21:00,7
34038,8325,3,26.10.2018-17:53:00,7
34039,8325,4,01.11.2018-16:26:00,7
34040,8326,1,19.04.2018-09:41:00,7
34041,8326,2,25.04.2018-08:06:00,7
34042,8326,3,08.06.2018-13:05:00,7
34043,8326,4,28.06.2018-14:03:00,7
34044,8327,1,24.04.2018-07:52:00,7
34045,8327,2,30.04.2018-08:06:00,7
34046,8327,3,25.05.2018-13:06:00,7
34047,8327,4,31.05.2018-12:33:00,7
34048,8328,28,31.10.2018-00:00:00,16
34049,8328,1,31.10.2018-17:54:00,16
34050,8328,17,31.10.2018-17:54:00,16
34051,8328,15,31.10.2018-17:54:00,16
34052,8328,21,02.11.2018-15:07:00,16
34053,8328,2,08.11.2018-07:33:00,16
34054,8328,3,20.12.2018-17:45:00,16
34055,8329,28,23.09.2018-00:00:00,16
34056,8329,1,24.09.2018-12:37:00,16
34057,8329,2,03.10.2018-10:04:00,16
34058,8329,3,11.10.2018-11:38:00,16
34059,8329,4,29.11.2018-16:14:00,16
34060,8330,1,06.08.2018-10:53:00,10
34061,8330,2,10.09.2018-10:30:00,10
34062,8331,1,26.02.2018-12:38:00,7
34063,8331,3,24.05.2018-17:00:00,7
34064,8331,4,26.07.2018-18:09:00,7
34065,8331,17,09.10.2018-15:38:00,7
34066,8331,16,09.11.2018-10:02:00,7
34067,8332,1,04.02.2018-22:57:00,10
34068,8332,2,27.02.2018-10:48:00,10
34069,8332,3,27.02.2018-13:16:00,10
34070,8332,4,05.04.2018-15:48:00,10
34071,8333,1,31.01.2018-10:31:00,10
34072,8333,2,20.02.2018-15:44:00,10
34073,8333,3,24.02.2018-08:26:00,10
34074,8333,4,07.06.2018-13:10:00,10
34075,8334,3,05.02.2018-15:31:00,10
34076,8334,2,06.02.2018-16:41:00,10
34077,8334,4,26.04.2018-11:14:00,10
34078,8335,28,14.12.2018-00:00:00,7
34079,8335,1,14.12.2018-08:33:00,7
34080,8335,3,17.12.2018-13:35:00,7
34081,8335,2,18.12.2018-17:38:00,7
34082,8335,4,10.01.2019-15:41:00,7
34083,8336,1,19.03.2018-18:38:00,10
34084,8336,3,01.05.2018-17:44:00,10
34085,8336,2,03.05.2018-11:04:00,10
34086,8336,4,07.06.2018-13:11:00,10
34087,8337,1,30.08.2018-09:40:00,10
34088,8337,21,30.08.2018-12:17:00,10
34089,8337,2,31.08.2018-14:33:00,10
34090,8337,3,03.09.2018-09:48:00,10
34091,8337,10,27.09.2018-11:32:00,10
34092,8337,4,01.11.2018-16:27:00,10
34093,8338,1,12.09.2018-09:05:00,7
34094,8338,2,14.09.2018-12:11:00,7
34095,8338,3,24.09.2018-17:34:00,7
34096,8338,4,29.11.2018-16:15:00,7
34097,8339,21,24.04.2018-08:03:00,10
34098,8339,2,25.04.2018-13:59:00,10
34099,8339,3,26.04.2018-17:09:00,10
34100,8339,4,24.05.2018-13:34:00,10
34101,8340,1,07.06.2018-09:44:00,10
34102,8340,2,03.07.2018-07:48:00,10
34103,8340,3,07.08.2018-12:44:00,10
34104,8340,4,26.10.2018-11:02:00,10
34105,8341,1,15.03.2018-16:59:00,7
34106,8341,25,15.03.2018-16:59:00,7
34107,8341,24,15.03.2018-17:00:00,7
34108,8341,25,20.03.2018-13:38:00,7
34109,8341,17,20.03.2018-13:38:00,7
34110,8341,24,20.03.2018-13:43:00,7
34111,8341,25,21.03.2018-15:45:00,7
34112,8341,24,21.03.2018-15:55:00,7
34113,8341,25,19.07.2018-11:13:00,7
34114,8341,24,06.08.2018-11:07:00,7
34115,8341,3,27.09.2018-16:42:00,7
34116,8341,10,04.10.2018-18:08:00,7
34117,8341,4,11.10.2018-13:47:00,7
34118,8342,1,02.05.2018-10:42:00,10
34119,8342,3,30.05.2018-16:16:00,10
34120,8342,2,31.05.2018-10:09:00,10
34121,8342,4,05.07.2018-14:11:00,10
34122,8343,1,08.11.2018-11:17:00,7
34123,8343,3,04.01.2019-14:48:00,7
34124,8343,10,15.01.2019-16:01:00,7
34125,8344,1,11.07.2018-12:09:00,10
34126,8344,2,28.07.2018-08:22:00,10
34127,8344,3,31.07.2018-13:20:00,10
34128,8344,4,26.10.2018-11:01:00,10
34129,8345,1,26.04.2018-13:22:00,7
34130,8345,3,30.08.2018-09:46:00,7
34131,8345,10,03.09.2018-12:42:00,7
34132,8345,4,06.09.2018-14:08:00,7
34133,8345,8,01.10.2018-09:21:00,7
34134,8345,3,01.10.2018-09:24:00,7
34135,8345,10,01.10.2018-09:24:00,7
34136,8345,4,04.10.2018-16:50:00,7
34137,8346,1,06.08.2018-14:53:00,9
34138,8346,15,06.08.2018-15:14:00,9
34139,8346,2,07.08.2018-08:20:00,9
34140,8346,4,04.10.2018-16:49:00,9
34141,8347,1,03.04.2018-11:37:00,10
34142,8347,2,17.04.2018-17:27:00,10
34143,8347,3,19.04.2018-16:49:00,10
34144,8347,4,26.07.2018-18:06:00,10
34145,8348,1,01.03.2018-18:58:00,6
34146,8348,2,02.03.2018-08:14:00,6
34147,8348,3,17.03.2018-08:40:00,6
34148,8348,4,10.04.2018-13:11:00,6
34149,8349,17,02.01.2019-12:15:00,10
34150,8349,2,16.01.2019-14:05:00,10
34151,8350,1,08.06.2018-07:10:00,4
34152,8350,2,11.06.2018-17:27:00,4
34153,8350,3,17.07.2018-15:32:00,4
34154,8350,4,09.08.2018-14:30:00,4
34155,8351,1,07.06.2018-07:24:00,10
34156,8351,17,09.07.2018-15:15:00,10
34157,8351,2,10.07.2018-11:22:00,10
34158,8351,3,16.07.2018-15:18:00,10
34159,8351,4,02.08.2018-16:07:00,10
34160,8352,28,25.11.2018-00:00:00,7
34161,8352,1,26.11.2018-07:41:00,7
34162,8352,2,28.11.2018-08:04:00,7
34163,8352,3,02.01.2019-14:54:00,7
34164,8353,1,13.02.2018-08:35:00,7
34165,8353,3,14.02.2018-14:43:00,7
34166,8353,2,15.02.2018-08:47:00,7
34167,8353,10,15.02.2018-16:24:00,7
34168,8353,4,08.03.2018-13:22:00,7
34169,8354,1,22.03.2018-13:41:00,10
34170,8354,3,26.03.2018-12:01:00,10
34171,8354,2,26.03.2018-18:29:00,10
34172,8354,10,27.03.2018-16:58:00,10
34173,8354,4,05.07.2018-14:10:00,10
34174,8355,1,01.02.2018-07:24:00,0
34175,8355,2,02.02.2018-17:28:00,0
34176,8355,3,05.02.2018-17:32:00,0
34177,8355,4,22.02.2018-16:15:00,0
34178,8356,1,09.05.2018-10:40:00,10
34179,8356,2,18.05.2018-15:48:00,10
34180,8356,3,11.06.2018-05:19:00,10
34181,8356,4,30.08.2018-15:39:00,10
34182,8357,1,23.08.2018-10:13:00,9
34183,8357,3,21.09.2018-17:36:00,9
34184,8357,4,26.10.2018-11:01:00,9
34185,8358,28,28.11.2018-00:00:00,10
34186,8358,1,28.11.2018-09:37:00,10
34187,8358,21,28.11.2018-10:45:00,10
34188,8358,2,01.12.2018-07:33:00,10
34189,8358,3,04.12.2018-13:41:00,10
34190,8358,10,03.01.2019-11:24:00,10
34191,8359,1,16.10.2018-09:02:00,7
