Case ID,Activity,Complete Timestamp
Case497,Closed,2012-09-08T13:58:51.000+03:00
Case498,Assign seriousness,2012-09-14T07:17:52.000+03:00
Case498,Take in charge ticket,2012-09-14T07:18:18.000+03:00
Case498,Resolve ticket,2012-10-02T14:25:04.000+03:00
Case498,Resolve ticket,2012-10-02T14:25:04.000+03:00
Case498,Closed,2012-10-17T14:25:18.000+03:00
Case499,Assign seriousness,2011-01-28T09:01:13.000+02:00
Case499,Take in charge ticket,2011-01-28T13:49:49.000+02:00
Case499,Resolve ticket,2011-01-31T08:58:40.000+02:00
Case499,Closed,2011-03-13T09:11:05.000+02:00
Case500,Assign seriousness,2011-03-03T09:50:46.000+02:00
Case500,Take in charge ticket,2011-03-22T09:19:41.000+02:00
Case500,Resolve ticket,2011-03-22T15:41:22.000+02:00
Case500,Closed,2011-04-21T14:41:42.000+03:00
Case501,Assign seriousness,2012-06-04T13:18:30.000+03:00
Case501,Assign seriousness,2012-06-04T13:30:53.000+03:00
Case501,Take in charge ticket,2012-06-05T06:58:08.000+03:00
Case501,Resolve ticket,2012-06-06T15:16:24.000+03:00
Case501,Closed,2012-07-18T13:21:22.000+03:00
Case502,Assign seriousness,2012-09-24T07:37:21.000+03:00
Case502,Take in charge ticket,2012-09-25T07:11:43.000+03:00
Case502,Resolve ticket,2012-10-26T10:32:20.000+03:00
Case502,Closed,2012-11-10T11:32:39.000+02:00
Case503,Assign seriousness,2012-09-04T15:47:56.000+03:00
Case503,Take in charge ticket,2012-09-05T09:53:57.000+03:00
Case503,Create SW anomaly,2012-09-05T10:07:42.000+03:00
Case503,Require upgrade,2012-10-18T08:33:48.000+03:00
Case503,Resolve ticket,2012-10-19T09:02:02.000+03:00
Case503,Closed,2012-11-03T10:02:21.000+02:00
Case504,Assign seriousness,2013-04-24T09:05:18.000+03:00
Case504,Take in charge ticket,2013-04-24T09:32:46.000+03:00
Case504,Wait,2013-05-08T12:45:32.000+03:00
Case504,Resolve ticket,2013-05-16T12:28:25.000+03:00
Case504,Closed,2013-05-31T12:28:42.000+03:00
Case505,Assign seriousness,2012-01-20T14:25:53.000+02:00
Case505,Take in charge ticket,2012-01-20T14:26:12.000+02:00
Case505,Resolve ticket,2012-02-01T15:22:25.000+02:00
Case505,Closed,2012-02-22T14:30:19.000+02:00
Case506,Assign seriousness,2012-12-18T14:44:59.000+02:00
Case506,Take in charge ticket,2013-01-03T08:34:01.000+02:00
Case506,Require upgrade,2013-01-03T08:37:43.000+02:00
Case506,Resolve ticket,2013-01-14T14:38:27.000+02:00
Case506,Closed,2013-01-29T14:38:44.000+02:00
Case507,Assign seriousness,2013-08-26T15:23:16.000+03:00
Case507,Take in charge ticket,2013-08-27T07:07:04.000+03:00
Case507,Resolve ticket,2013-09-12T13:45:07.000+03:00
Case507,Closed,2013-09-27T13:45:20.000+03:00
Case508,Assign seriousness,2012-02-23T13:43:24.000+02:00
Case508,Take in charge ticket,2012-02-23T13:43:39.000+02:00
Case508,Wait,2012-02-24T09:44:16.000+02:00
Case508,Resolve ticket,2012-03-12T10:34:52.000+02:00
Case508,Closed,2012-03-27T09:35:02.000+03:00
Case509,Assign seriousness,2010-09-24T10:47:17.000+03:00
Case509,Take in charge ticket,2010-09-24T15:16:20.000+03:00
Case509,Wait,2010-09-27T13:41:58.000+03:00
Case509,Wait,2010-09-28T08:49:02.000+03:00
Case509,Take in charge ticket,2010-10-04T08:49:45.000+03:00
Case509,Resolve ticket,2010-10-04T08:50:02.000+03:00
Case509,Closed,2010-11-18T09:50:29.000+02:00
Case510,Assign seriousness,2012-07-16T14:00:44.000+03:00
Case510,Take in charge ticket,2012-07-16T14:00:55.000+03:00
Case510,Wait,2012-07-23T12:56:58.000+03:00
Case510,Resolve ticket,2012-08-27T08:28:28.000+03:00
Case510,Closed,2012-09-11T08:28:42.000+03:00
Case511,Assign seriousness,2012-04-20T13:48:18.000+03:00
Case511,Take in charge ticket,2012-04-27T10:48:24.000+03:00
Case511,Resolve ticket,2012-05-03T10:11:09.000+03:00
Case511,Closed,2012-05-23T13:50:20.000+03:00
Case512,Assign seriousness,2011-10-06T10:16:56.000+03:00
Case512,Take in charge ticket,2011-10-11T13:11:42.000+03:00
Case512,Wait,2011-10-13T14:29:37.000+03:00
Case512,Resolve ticket,2011-10-17T15:21:14.000+03:00
Case512,Closed,2011-11-10T13:20:25.000+02:00
Case513,Assign seriousness,2011-03-30T10:44:58.000+03:00
Case513,Take in charge ticket,2011-03-30T10:45:26.000+03:00
Case513,Resolve ticket,2011-04-04T08:35:45.000+03:00
Case513,Closed,2011-05-06T10:50:29.000+03:00
Case514,Assign seriousness,2011-12-27T11:54:23.000+02:00
Case514,Take in charge ticket,2011-12-27T15:39:22.000+02:00
Case514,Resolve ticket,2011-12-30T09:04:14.000+02:00
Case514,Resolve ticket,2011-12-30T09:04:15.000+02:00
Case514,Closed,2012-02-03T12:01:12.000+02:00
Case515,Assign seriousness,2011-10-20T08:41:43.000+03:00
Case515,Take in charge ticket,2011-10-20T08:42:26.000+03:00
Case515,Resolve ticket,2011-10-20T15:46:08.000+03:00
Case515,Closed,2011-12-11T09:50:37.000+02:00
Case516,Assign seriousness,2011-09-01T14:32:33.000+03:00
Case516,Take in charge ticket,2011-09-05T10:32:40.000+03:00
Case516,Wait,2011-09-05T12:35:10.000+03:00
Case516,Resolve ticket,2011-09-15T10:43:36.000+03:00
Case516,Closed,2011-10-21T13:50:36.000+03:00
Case517,Assign seriousness,2011-03-01T15:22:55.000+02:00
Case517,Take in charge ticket,2011-03-01T15:23:19.000+02:00
Case517,Take in charge ticket,2011-03-01T15:23:50.000+02:00
Case517,Wait,2011-03-09T15:28:22.000+02:00
Case517,Take in charge ticket,2011-03-18T10:57:44.000+02:00
Case517,Resolve ticket,2011-03-18T10:58:27.000+02:00
Case517,Closed,2011-04-12T10:02:18.000+03:00
Case518,Assign seriousness,2011-03-25T17:11:16.000+02:00
Case518,Take in charge ticket,2011-03-25T17:11:53.000+02:00
Case518,Resolve ticket,2011-04-05T13:04:16.000+03:00
Case518,Take in charge ticket,2011-04-22T08:10:57.000+03:00
Case518,Resolve ticket,2011-04-22T09:11:36.000+03:00
Case518,Closed,2011-05-07T09:11:55.000+03:00
Case519,Assign seriousness,2012-06-08T08:31:56.000+03:00
Case519,Take in charge ticket,2012-06-08T08:32:05.000+03:00
Case519,Resolve ticket,2012-06-08T08:40:26.000+03:00
Case519,Closed,2012-07-26T08:40:43.000+03:00
Case520,Assign seriousness,2012-09-28T13:55:43.000+03:00
Case520,Take in charge ticket,2012-10-12T11:10:56.000+03:00
Case520,Resolve ticket,2012-10-17T11:41:09.000+03:00
Case520,Resolve ticket,2012-10-17T11:41:10.000+03:00
Case520,Closed,2012-11-01T12:41:29.000+02:00
Case521,Assign seriousness,2012-01-09T10:49:13.000+02:00
Case521,Take in charge ticket,2012-01-10T08:42:03.000+02:00
Case521,Resolve ticket,2012-01-10T14:59:48.000+02:00
Case521,Closed,2012-03-01T10:50:31.000+02:00
Case522,Assign seriousness,2011-12-02T09:52:07.000+02:00
Case522,Take in charge ticket,2011-12-05T08:15:04.000+02:00
Case522,Wait,2011-12-05T08:32:43.000+02:00
Case522,Resolve ticket,2011-12-12T09:34:29.000+02:00
Case522,Closed,2012-01-04T10:00:58.000+02:00
Case523,Take in charge ticket,2013-07-16T10:27:47.000+03:00
Case523,Wait,2013-07-18T13:43:33.000+03:00
Case523,Resolve ticket,2013-08-01T15:23:24.000+03:00
Case523,Closed,2013-08-16T15:23:43.000+03:00
Case524,Assign seriousness,2011-12-20T14:30:10.000+02:00
Case524,Take in charge ticket,2011-12-22T14:41:31.000+02:00
Case524,Resolve ticket,2012-01-03T09:17:57.000+02:00
Case524,Closed,2012-02-02T09:18:26.000+02:00
Case525,Assign seriousness,2013-06-19T08:14:16.000+03:00
Case525,Assign seriousness,2013-06-19T08:14:40.000+03:00
Case525,Take in charge ticket,2013-07-01T08:55:12.000+03:00
Case525,Wait,2013-07-01T14:51:10.000+03:00
Case525,Wait,2013-08-01T15:37:21.000+03:00
Case526,Assign seriousness,2012-03-05T08:10:32.000+02:00
Case526,Take in charge ticket,2012-03-06T16:54:43.000+02:00
Case526,Wait,2012-03-08T14:18:54.000+02:00
Case526,Resolve ticket,2012-03-20T10:54:02.000+02:00
Case526,Closed,2012-04-14T14:00:12.000+03:00
Case527,Assign seriousness,2013-02-20T10:04:37.000+02:00
Case527,Wait,2013-02-20T10:06:32.000+02:00
Case527,Assign seriousness,2013-02-21T08:18:56.000+02:00
Case527,Assign seriousness,2013-02-21T08:19:02.000+02:00
Case527,Take in charge ticket,2013-03-26T10:27:20.000+02:00
Case527,Resolve ticket,2013-03-26T14:39:50.000+02:00
Case527,Closed,2013-04-10T13:40:13.000+03:00
Case528,Assign seriousness,2012-06-20T07:49:20.000+03:00
Case528,Take in charge ticket,2012-06-20T07:49:37.000+03:00
Case528,Resolve ticket,2012-06-26T08:43:45.000+03:00
Case528,Closed,2012-08-05T07:50:42.000+03:00
Case529,Assign seriousness,2013-02-12T14:11:11.000+02:00
Case529,Wait,2013-02-14T11:42:21.000+02:00
Case529,Wait,2013-03-29T08:04:45.000+02:00
Case529,Resolve ticket,2013-03-29T09:02:44.000+02:00
Case529,Closed,2013-04-13T08:02:57.000+03:00
Case530,Assign seriousness,2013-07-11T16:07:01.000+03:00
Case530,Take in charge ticket,2013-07-30T07:19:58.000+03:00
Case530,Wait,2013-07-30T10:34:53.000+03:00
Case530,Wait,2013-07-31T10:41:23.000+03:00
Case530,Wait,2013-08-14T12:22:27.000+03:00
Case530,Resolve ticket,2013-08-14T13:33:56.000+03:00
Case530,Closed,2013-08-29T13:34:15.000+03:00
Case531,Assign seriousness,2011-12-05T16:00:57.000+02:00
Case531,Take in charge ticket,2011-12-06T08:17:04.000+02:00
Case531,Resolve ticket,2011-12-12T14:49:16.000+02:00
Case531,Closed,2012-01-05T16:10:21.000+02:00
Case532,Assign seriousness,2013-03-08T16:58:17.000+02:00
Case532,Take in charge ticket,2013-03-11T11:37:15.000+02:00
Case532,Resolve ticket,2013-03-11T17:13:51.000+02:00
Case532,Take in charge ticket,2013-03-13T10:56:48.000+02:00
Case532,Wait,2013-03-28T09:48:53.000+02:00
Case532,Resolve ticket,2013-03-28T11:46:27.000+02:00
Case532,Closed,2013-04-12T10:46:46.000+03:00
Case533,Assign seriousness,2012-07-31T14:33:16.000+03:00
Case533,Take in charge ticket,2012-07-31T15:24:46.000+03:00
Case533,Resolve ticket,2012-08-07T15:52:51.000+03:00
Case533,Closed,2012-09-06T15:53:18.000+03:00
Case534,Assign seriousness,2011-04-19T07:31:48.000+03:00
Case534,Take in charge ticket,2011-04-19T07:39:52.000+03:00
Case534,Resolve ticket,2011-04-19T07:40:58.000+03:00
Case534,Closed,2011-05-26T07:40:34.000+03:00
Case535,Assign seriousness,2011-12-07T11:06:05.000+02:00
Case535,Take in charge ticket,2011-12-09T10:32:22.000+02:00
Case535,Resolve ticket,2011-12-13T14:22:01.000+02:00
Case535,Closed,2012-01-14T11:10:25.000+02:00
Case536,Assign seriousness,2011-04-14T13:47:16.000+03:00
Case536,Take in charge ticket,2011-04-14T16:11:57.000+03:00
Case536,Resolve ticket,2011-04-15T16:10:51.000+03:00
Case536,Closed,2011-05-17T13:50:40.000+03:00
Case537,Assign seriousness,2012-06-01T10:32:53.000+03:00
Case537,Take in charge ticket,2012-06-01T10:33:15.000+03:00
Case537,Wait,2012-06-01T12:43:57.000+03:00
Case537,Resolve ticket,2012-06-26T10:29:03.000+03:00
Case537,Closed,2012-07-19T09:20:33.000+03:00
Case538,Assign seriousness,2012-02-08T15:27:05.000+02:00
Case538,Take in charge ticket,2012-02-08T15:35:36.000+02:00
Case538,Resolve ticket,2012-02-08T15:37:34.000+02:00
Case538,Closed,2012-03-10T15:30:20.000+02:00
Case539,Assign seriousness,2011-05-18T12:24:34.000+03:00
Case539,Take in charge ticket,2011-05-18T12:24:56.000+03:00
Case539,Resolve ticket,2011-05-19T10:51:17.000+03:00
Case539,Closed,2011-06-25T12:32:01.000+03:00
Case540,Assign seriousness,2010-09-03T09:30:10.000+03:00
Case540,Take in charge ticket,2010-09-08T09:23:34.000+03:00
Case540,Resolve ticket,2010-09-08T09:24:25.000+03:00
Case540,Closed,2010-10-06T09:40:39.000+03:00
Case541,Assign seriousness,2012-05-15T07:08:40.000+03:00
Case541,Take in charge ticket,2012-05-15T08:01:25.000+03:00
Case541,Resolve ticket,2012-05-15T08:29:12.000+03:00
Case541,Closed,2012-06-15T07:10:59.000+03:00
Case542,Assign seriousness,2011-09-26T15:22:22.000+03:00
Case542,Take in charge ticket,2011-09-26T15:55:24.000+03:00
Case542,Resolve ticket,2011-09-27T10:16:11.000+03:00
Case542,Closed,2011-11-09T16:30:22.000+02:00
Case543,Assign seriousness,2011-12-01T15:29:00.000+02:00
Case543,Take in charge ticket,2011-12-01T15:50:17.000+02:00
Case543,Resolve ticket,2011-12-05T08:10:24.000+02:00
Case543,Closed,2012-01-15T02:02:25.000+02:00
Case544,Assign seriousness,2012-01-11T10:42:25.000+02:00
Case544,Take in charge ticket,2012-01-11T14:15:21.000+02:00
Case544,Resolve ticket,2012-01-11T14:21:45.000+02:00
Case544,Closed,2012-02-11T10:51:03.000+02:00
Case545,Assign seriousness,2012-02-29T13:58:38.000+02:00
Case545,Take in charge ticket,2012-02-29T15:33:17.000+02:00
Case545,Resolve ticket,2012-02-29T15:50:29.000+02:00
Case545,Closed,2012-04-07T13:00:29.000+03:00
Case546,Assign seriousness,2011-12-02T09:59:10.000+02:00
Case546,Take in charge ticket,2011-12-02T10:52:24.000+02:00
Case546,Resolve ticket,2011-12-02T11:23:36.000+02:00
Case546,Closed,2012-01-04T10:00:46.000+02:00
Case547,Assign seriousness,2010-06-30T13:04:35.000+03:00
Case547,Wait,2010-06-30T13:19:19.000+03:00
Case547,Take in charge ticket,2010-07-14T07:27:24.000+03:00
Case547,Wait,2010-07-14T08:07:06.000+03:00
Case547,Take in charge ticket,2010-08-10T12:41:37.000+03:00
Case547,Resolve ticket,2010-08-10T12:42:18.000+03:00
Case547,Closed,2010-08-25T12:42:27.000+03:00
Case548,Assign seriousness,2011-05-16T08:10:57.000+03:00
Case548,Take in charge ticket,2011-05-20T10:35:25.000+03:00
Case548,Wait,2011-05-20T10:47:49.000+03:00
Case548,Resolve ticket,2011-05-24T09:29:19.000+03:00
Case548,Closed,2011-06-17T16:00:21.000+03:00
Case549,Assign seriousness,2012-02-15T09:15:32.000+02:00
Case549,Take in charge ticket,2012-02-15T11:48:09.000+02:00
Case549,Resolve ticket,2012-02-29T11:19:14.000+02:00
Case549,Closed,2012-03-17T09:20:49.000+02:00
Case550,Assign seriousness,2011-08-26T07:17:43.000+03:00
Case550,Resolve ticket,2011-08-26T07:26:10.000+03:00
Case550,Closed,2011-09-28T07:20:19.000+03:00
Case551,Assign seriousness,2012-07-18T10:53:53.000+03:00
Case551,Take in charge ticket,2012-07-18T15:54:24.000+03:00
Case551,Wait,2012-07-25T07:59:53.000+03:00
Case551,Resolve ticket,2012-08-02T16:07:16.000+03:00
Case551,Closed,2012-09-01T16:07:36.000+03:00
Case552,Assign seriousness,2012-06-04T10:55:16.000+03:00
Case552,Take in charge ticket,2012-06-04T10:55:37.000+03:00
Case552,Resolve ticket,2012-06-05T07:36:27.000+03:00
Case552,Closed,2012-07-07T11:00:36.000+03:00
Case553,Assign seriousness,2013-02-21T11:41:39.000+02:00
Case553,Take in charge ticket,2013-03-11T08:11:39.000+02:00
Case553,Wait,2013-03-11T10:03:58.000+02:00
Case553,Resolve ticket,2013-03-13T10:59:16.000+02:00
Case553,Closed,2013-03-28T10:59:33.000+02:00
Case554,Assign seriousness,2013-02-14T15:55:56.000+02:00
Case554,Resolve ticket,2013-03-18T15:57:40.000+02:00
Case554,Closed,2013-04-02T14:58:00.000+03:00
Case555,Assign seriousness,2010-12-15T14:49:07.000+02:00
Case555,Take in charge ticket,2010-12-17T10:42:59.000+02:00
Case555,Resolve ticket,2010-12-30T13:37:37.000+02:00
Case555,Closed,2011-01-29T13:37:57.000+02:00
Case556,Assign seriousness,2012-07-05T09:23:18.000+03:00
Case556,Resolve ticket,2012-07-05T09:44:30.000+03:00
Case556,Closed,2012-08-07T09:30:11.000+03:00
Case557,Take in charge ticket,2013-02-26T17:02:16.000+02:00
Case557,Resolve ticket,2013-04-08T10:35:50.000+03:00
Case557,Closed,2013-04-23T10:36:09.000+03:00
Case558,Assign seriousness,2013-10-22T09:26:52.000+03:00
Case558,Take in charge ticket,2013-10-25T14:34:04.000+03:00
Case558,Take in charge ticket,2013-11-05T08:01:40.000+02:00
Case558,Resolve ticket,2013-11-28T11:45:37.000+02:00
Case558,Closed,2013-12-13T11:45:53.000+02:00
Case559,Assign seriousness,2013-10-03T11:05:24.000+03:00
Case559,Take in charge ticket,2013-10-08T07:16:56.000+03:00
Case559,Wait,2013-10-11T09:21:47.000+03:00
Case559,Resolve ticket,2013-10-31T08:26:16.000+02:00
Case559,Closed,2013-11-15T08:26:35.000+02:00
Case560,Assign seriousness,2010-04-28T15:50:51.000+03:00
Case560,Take in charge ticket,2010-05-06T07:29:22.000+03:00
Case560,Resolve ticket,2010-05-20T07:50:14.000+03:00
Case560,Closed,2010-06-04T07:50:32.000+03:00
Case561,Assign seriousness,2012-05-31T14:44:00.000+03:00
Case561,Take in charge ticket,2012-05-31T16:25:59.000+03:00
Case561,Resolve ticket,2012-06-01T10:40:39.000+03:00
Case561,Closed,2012-07-14T14:50:25.000+03:00
Case562,Assign seriousness,2010-12-14T16:44:33.000+02:00
Case562,Take in charge ticket,2010-12-17T11:20:18.000+02:00
Case562,Resolve ticket,2010-12-21T09:11:52.000+02:00
Case562,Closed,2011-02-11T16:50:36.000+02:00
Case563,Assign seriousness,2011-05-18T07:07:11.000+03:00
Case563,Take in charge ticket,2011-05-18T15:17:52.000+03:00
Case563,Resolve ticket,2011-05-19T13:13:15.000+03:00
Case563,Closed,2011-06-24T14:49:49.000+03:00
Case564,Assign seriousness,2011-06-09T10:42:40.000+03:00
Case564,Take in charge ticket,2011-06-09T12:48:08.000+03:00
Case564,Resolve ticket,2011-06-17T08:50:28.000+03:00
Case564,Closed,2011-07-12T10:51:04.000+03:00
Case565,Assign seriousness,2012-07-16T07:02:05.000+03:00
Case565,Take in charge ticket,2012-07-16T07:02:21.000+03:00
Case565,Wait,2012-07-17T13:16:36.000+03:00
Case565,Resolve ticket,2012-07-18T15:44:22.000+03:00
Case565,Closed,2012-09-01T09:40:21.000+03:00
Case566,Assign seriousness,2012-12-21T11:19:13.000+02:00
Case566,Take in charge ticket,2013-01-02T13:34:46.000+02:00
Case566,Wait,2013-01-07T11:29:05.000+02:00
Case566,Take in charge ticket,2013-01-07T13:15:40.000+02:00
Case566,Wait,2013-01-07T16:40:47.000+02:00
Case566,Resolve ticket,2013-01-08T09:01:01.000+02:00
Case566,Closed,2013-01-23T09:01:16.000+02:00
Case567,Assign seriousness,2011-07-29T10:45:34.000+03:00
Case567,Take in charge ticket,2011-07-29T12:29:41.000+03:00
Case567,Resolve ticket,2011-07-29T13:12:05.000+03:00
Case567,Closed,2011-09-22T10:50:19.000+03:00
Case568,Assign seriousness,2011-08-23T07:55:39.000+03:00
Case568,Take in charge ticket,2011-08-23T07:55:46.000+03:00
Case568,Resolve ticket,2011-08-24T15:44:28.000+03:00
Case568,Closed,2011-10-10T08:00:42.000+03:00
Case569,Assign seriousness,2011-06-30T09:43:59.000+03:00
Case569,Assign seriousness,2011-06-30T09:44:19.000+03:00
Case569,Take in charge ticket,2011-07-05T12:34:00.000+03:00
Case569,Resolve ticket,2011-07-07T08:33:49.000+03:00
Case569,Closed,2011-08-02T09:50:46.000+03:00
Case570,Assign seriousness,2012-05-29T13:05:16.000+03:00
Case570,Take in charge ticket,2012-05-29T13:37:40.000+03:00
Case570,Resolve ticket,2012-05-29T15:20:39.000+03:00
Case570,Closed,2012-07-06T13:10:44.000+03:00
Case571,Assign seriousness,2011-05-10T10:41:18.000+03:00
Case571,Take in charge ticket,2011-05-11T13:53:50.000+03:00
Case571,Wait,2011-06-09T09:37:51.000+03:00
Case571,Take in charge ticket,2011-06-21T09:41:50.000+03:00
Case571,Resolve ticket,2011-06-21T09:45:58.000+03:00
Case571,Closed,2011-07-06T09:46:19.000+03:00
Case572,Assign seriousness,2010-05-28T11:02:07.000+03:00
Case572,Wait,2010-05-28T14:24:24.000+03:00
Case572,Take in charge ticket,2010-05-28T14:57:02.000+03:00
Case572,Resolve ticket,2010-05-28T14:57:12.000+03:00
Case572,Take in charge ticket,2010-05-28T15:37:43.000+03:00
Case572,Wait,2010-05-28T16:21:51.000+03:00
Case572,Take in charge ticket,2010-05-31T08:56:23.000+03:00
Case572,Resolve ticket,2010-05-31T08:57:56.000+03:00
Case572,Closed,2010-06-29T11:00:25.000+03:00
Case573,Assign seriousness,2012-07-30T07:06:46.000+03:00
Case573,Take in charge ticket,2012-07-30T07:07:07.000+03:00
Case573,Wait,2012-07-30T08:48:00.000+03:00
Case573,Resolve ticket,2012-07-31T10:05:46.000+03:00
Case573,Closed,2012-09-02T08:30:17.000+03:00
Case574,Take in charge ticket,2011-12-14T09:47:44.000+02:00
Case574,Resolve ticket,2011-12-14T09:48:59.000+02:00
Case574,Closed,2012-02-02T09:50:48.000+02:00
Case575,Assign seriousness,2013-11-14T16:54:23.000+02:00
Case575,Take in charge ticket,2013-11-28T16:03:26.000+02:00
Case575,Wait,2013-11-29T10:07:27.000+02:00
Case575,Resolve ticket,2013-12-10T15:43:41.000+02:00
Case575,Closed,2013-12-25T15:43:56.000+02:00
Case576,Assign seriousness,2010-12-01T16:39:51.000+02:00
Case576,Take in charge ticket,2010-12-02T17:41:33.000+02:00
Case576,Resolve ticket,2010-12-02T17:44:15.000+02:00
Case576,Resolve ticket,2010-12-02T17:44:15.000+02:00
Case576,Closed,2011-01-15T16:40:37.000+02:00
Case577,Assign seriousness,2011-04-29T10:42:14.000+03:00
Case577,Take in charge ticket,2011-04-29T10:42:26.000+03:00
Case577,Take in charge ticket,2011-04-29T12:55:58.000+03:00
Case577,Resolve ticket,2011-05-17T07:14:04.000+03:00
Case577,Closed,2011-06-01T07:14:17.000+03:00
Case578,Assign seriousness,2011-09-22T08:10:27.000+03:00
Case578,Resolve ticket,2011-09-26T07:42:40.000+03:00
Case578,Closed,2011-10-25T08:20:28.000+03:00
Case579,Assign seriousness,2011-02-15T13:52:41.000+02:00
Case579,Take in charge ticket,2011-02-15T13:52:52.000+02:00
Case579,Resolve ticket,2011-02-15T13:53:29.000+02:00
Case579,Closed,2011-04-02T14:15:17.000+03:00
Case580,Assign seriousness,2011-04-19T10:22:36.000+03:00
Case580,Take in charge ticket,2011-04-19T10:22:53.000+03:00
Case580,Resolve ticket,2011-04-22T08:04:16.000+03:00
Case580,Closed,2011-06-04T10:30:31.000+03:00
Case581,Assign seriousness,2012-06-25T09:15:09.000+03:00
Case581,Take in charge ticket,2012-06-25T09:15:53.000+03:00
Case581,Wait,2012-06-26T10:08:06.000+03:00
Case581,Resolve ticket,2012-07-03T10:21:23.000+03:00
Case581,Closed,2012-08-02T09:40:35.000+03:00
Case582,Assign seriousness,2010-12-10T08:15:43.000+02:00
Case582,Take in charge ticket,2010-12-13T08:25:39.000+02:00
Case582,Resolve ticket,2010-12-14T10:40:45.000+02:00
Case582,Take in charge ticket,2010-12-15T16:41:37.000+02:00
Case582,Wait,2010-12-16T10:49:48.000+02:00
Case582,Take in charge ticket,2011-01-04T16:04:05.000+02:00
Case582,Resolve ticket,2011-01-04T16:35:10.000+02:00
Case582,Closed,2011-01-19T16:35:23.000+02:00
Case583,Assign seriousness,2012-06-05T15:26:52.000+03:00
Case583,Take in charge ticket,2012-06-06T07:01:41.000+03:00
Case583,Resolve ticket,2012-06-07T14:54:06.000+03:00
Case583,Closed,2012-07-06T15:30:23.000+03:00
Case584,Assign seriousness,2011-03-10T10:32:42.000+02:00
Case584,Take in charge ticket,2011-03-10T10:33:29.000+02:00
Case584,Wait,2011-03-10T11:16:12.000+02:00
Case584,Take in charge ticket,2011-03-14T08:25:15.000+02:00
Case584,Wait,2011-03-18T13:47:25.000+02:00
Case584,Take in charge ticket,2011-03-25T14:51:06.000+02:00
Case584,Resolve ticket,2011-03-25T14:51:20.000+02:00
Case584,Closed,2011-04-21T08:00:42.000+03:00
Case585,Assign seriousness,2010-09-09T12:33:02.000+03:00
Case585,Take in charge ticket,2010-09-09T12:33:43.000+03:00
Case585,Resolve ticket,2010-09-09T12:33:50.000+03:00
Case585,Closed,2010-10-23T12:40:33.000+03:00
Case586,Assign seriousness,2012-07-24T15:42:04.000+03:00
Case586,Take in charge ticket,2012-07-26T15:14:39.000+03:00
Case586,Resolve ticket,2012-08-03T13:19:10.000+03:00
Case586,Closed,2012-09-08T15:50:42.000+03:00
Case587,Assign seriousness,2010-04-01T09:36:02.000+03:00
Case587,Take in charge ticket,2010-04-29T08:55:35.000+03:00
Case587,Wait,2010-04-29T09:38:26.000+03:00
Case587,Take in charge ticket,2010-04-29T13:39:58.000+03:00
Case587,Resolve ticket,2010-04-29T14:26:41.000+03:00
Case587,Closed,2010-05-14T14:26:52.000+03:00
Case588,Assign seriousness,2010-02-02T09:52:38.000+02:00
Case588,Take in charge ticket,2010-02-17T16:24:59.000+02:00
Case588,Resolve ticket,2010-02-19T08:23:45.000+02:00
Case588,Closed,2010-03-06T08:24:05.000+02:00
Case589,Assign seriousness,2012-07-20T10:02:52.000+03:00
Case589,Take in charge ticket,2012-07-23T07:24:50.000+03:00
Case589,Resolve ticket,2012-07-24T15:24:35.000+03:00
Case589,Closed,2012-09-06T10:12:38.000+03:00
Case590,Assign seriousness,2010-12-14T11:45:17.000+02:00
Case590,Take in charge ticket,2010-12-15T16:15:20.000+02:00
Case590,Resolve ticket,2010-12-15T16:33:13.000+02:00
Case590,Closed,2011-01-27T11:50:51.000+02:00
Case591,Insert ticket,2010-05-05T12:56:02.000+03:00
Case591,Assign seriousness,2010-05-05T14:39:36.000+03:00
Case591,Take in charge ticket,2010-05-11T07:52:31.000+03:00
Case591,Resolve ticket,2010-05-12T14:39:13.000+03:00
Case591,Closed,2010-06-05T13:00:17.000+03:00
Case592,Take in charge ticket,2012-01-23T08:40:34.000+02:00
Case592,Resolve ticket,2012-01-31T17:03:03.000+02:00
Case592,Closed,2012-02-23T08:50:25.000+02:00
Case593,Assign seriousness,2013-10-31T09:25:26.000+02:00
Case593,Take in charge ticket,2013-12-11T11:18:01.000+02:00
Case593,Resolve ticket,2013-12-11T14:48:08.000+02:00
Case593,Closed,2013-12-26T14:48:27.000+02:00
Case594,Assign seriousness,2013-11-28T09:39:07.000+02:00
Case594,Take in charge ticket,2013-11-28T10:19:04.000+02:00
Case594,Resolve ticket,2013-12-16T08:58:25.000+02:00
Case594,Closed,2013-12-31T08:58:44.000+02:00
Case595,Assign seriousness,2013-11-25T11:01:44.000+02:00
Case595,Take in charge ticket,2013-11-25T11:59:03.000+02:00
Case595,Wait,2013-11-25T13:47:37.000+02:00
Case595,Resolve ticket,2013-12-19T13:20:46.000+02:00
Case595,Closed,2014-01-03T13:20:58.000+02:00
Case596,Assign seriousness,2012-01-13T16:31:55.000+02:00
Case596,Take in charge ticket,2012-01-16T08:37:03.000+02:00
Case596,Resolve ticket,2012-01-16T15:39:17.000+02:00
Case596,Closed,2012-03-12T16:40:46.000+02:00
Case597,Assign seriousness,2011-03-22T08:27:05.000+02:00
Case597,Take in charge ticket,2011-03-25T11:28:43.000+02:00
Case597,Resolve ticket,2011-04-08T13:41:15.000+03:00
Case597,Closed,2011-04-23T13:41:31.000+03:00
